"Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15","Factor16","Factor17","Factor18","Factor19"
0.246289848236019,1.33071866974894e-05,0.398302624220136,0.659482948137849,0.0359438362195824,0.000162578363719974,3.6352335922606e-08,-0.194813131002227,-0.0850258797895017,0.0120217191269491,-0.0229855273025807,0.0104638976907536,-0.000125559467574216,-2.16593105563601e-08,-0.00781923739745378,-5.30809046806803e-07,8.31935978563818e-08,-9.00337129132479e-05,-2.74792628664063e-07
0.645701533904892,-2.0129983670956e-05,-0.0594821543576271,-0.035487078746244,0.0503390191738968,2.67201450653897e-05,2.78742334901177e-06,-0.0999088658100595,0.0455197288200876,2.32334389481811e-05,0.00232758579551989,-0.104027372693235,0.000112445894511659,8.22808040521904e-06,1.2099582085041e-05,-1.26522686650463e-05,-1.86834392260132e-05,-5.57839165525705e-05,1.13967546055237e-05
0.443511557978528,3.22706866047658e-07,0.173040694403054,0.347212057588411,0.101986531656,2.88966844625414e-05,-2.75872502093833e-05,-0.0631450006192447,0.0350966096511839,-0.138000746717951,-0.0318426605357591,-0.343063796480675,-0.000305185602341224,-8.61851870556007e-06,0.00127221023688517,1.08650105209692e-05,9.50215007708784e-06,1.66259469561588e-05,-8.52945424267808e-07
0.598873568335454,-3.13188839206891e-05,0.126663228046278,6.58725603630301e-05,-0.0664805860523532,-7.5315806169698e-05,-1.49176080062647e-07,0.29700728378937,-0.208738866011774,1.83113808176309e-05,0.000774361143761883,-1.80965285839985e-06,0.000190478112923456,-3.011652691257e-07,0.010669603827381,9.01558449185932e-08,-2.22821152202123e-08,4.98785917219748e-05,3.03696598765585e-07
0.611279459461953,-5.03094804270925e-06,-0.0197669169139079,0.100779176960847,0.0784040409947402,-0.000120543201869946,-1.07871250280722e-07,-0.238702691023097,0.0931346045033062,-1.02170494447254e-05,0.0229967836838004,1.21823484269934e-05,1.51256039839764e-05,-1.42889344358066e-07,0.000757184127355246,1.36104448833269e-07,3.11134686559018e-08,1.55048112107165e-05,-6.96418576838089e-09
