"Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15","Factor16","Factor17","Factor18","Factor19"
-0.0576482966207119,-0.000901535917222399,-0.253403306255018,-0.269750783244407,-0.000142568103891531,0.000364685889993096,0.000205147785997149,-0.00136020167733676,0.144517449986267,-0.00164717511671679,-1.81878441857457e-05,-0.0049072884021623,-0.000141655991413138,0.000100303370436573,1.30564033103504e-05,0.00109636974057112,4.90754824178518e-05,7.1098959598072e-05,2.83950718425004e-06
0.0576482966207119,0.000901535917222399,0.253403306255018,0.269750783244407,0.000142568103891531,-0.000364685889993096,-0.000205147785997149,0.00136020167733676,-0.144517449986267,0.00164717511671679,1.81878441857457e-05,0.0049072884021623,0.000141655991413138,-0.000100303370436573,-1.30564033103504e-05,-0.00109636974057112,-4.90754824178518e-05,-7.1098959598072e-05,-2.83950718425004e-06
-0.316992242550234,2.87656463269071e-06,-0.000545094388300981,0.000654902796456151,0.00341518185455004,-0.000137786194752034,-0.000250863191396856,-0.00552466337519916,0.0120181447626569,-0.0232498750528897,3.93294783879867e-05,-0.00124389640475989,0.000168575429992972,-0.000201022048829852,-0.290757147472148,2.96131259579814e-05,-0.000196028647649906,-5.83375354476321e-05,-0.000338216647458376
0.316992242550234,-2.87656463269071e-06,0.000545094388300981,-0.000654902796456151,-0.00341518185455004,0.000137786194752034,0.000250863191396856,0.00552466337519916,-0.0120181447626569,0.0232498750528897,-3.93294783879867e-05,0.00124389640475989,-0.000168575429992972,0.000201022048829852,0.290757147472148,-2.96131259579814e-05,0.000196028647649906,5.83375354476321e-05,0.000338216647458376
-0.299690768836078,0.000649819130630399,-0.00370856599084209,0.00898103903417761,0.0520338350009526,0.000103892272707725,-0.000103583480780962,-0.00310075242869626,0.0129917953789926,-0.0678413685934181,-1.70946015204443e-05,-0.000689747920865276,-0.000258609714383682,-0.0009034461293106,-0.417484451496686,-0.00102654595515555,5.72846124342658e-05,-0.000174941883336113,-0.000104881620245286
0.299690768836078,-0.000649819130630399,0.00370856599084209,-0.00898103903417761,-0.0520338350009526,-0.000103892272707725,0.000103583480780962,0.00310075242869626,-0.0129917953789926,0.0678413685934181,1.70946015204443e-05,0.000689747920865276,0.000258609714383682,0.0009034461293106,0.417484451496686,0.00102654595515555,-5.72846124342658e-05,0.000174941883336113,0.000104881620245286
-0.00262164994642156,-0.000168638358689116,-0.00136067500082012,-0.000331430327364545,-0.00137137579017412,1.98531199165206e-06,6.78421756571128e-05,-0.000897940232680199,0.00106385165864275,-0.000120980023276645,1.01203973538212e-05,-0.000534459273099405,0.000256506325211194,-0.000287317793758466,3.50632430188671e-06,-2.42183667455887e-05,-3.60713639849816e-05,-1.19864110528527e-05,2.02754639883881e-05
0.00262164994642156,0.000168638358689116,0.00136067500082012,0.000331430327364545,0.00137137579017412,-1.98531199165206e-06,-6.78421756571128e-05,0.000897940232680199,-0.00106385165864275,0.000120980023276645,-1.01203973538212e-05,0.000534459273099405,-0.000256506325211194,0.000287317793758466,-3.50632430188671e-06,2.42183667455887e-05,3.60713639849816e-05,1.19864110528527e-05,-2.02754639883881e-05
-0.00244161481511294,-0.000202349081548781,-0.000667920819069837,0.00021003394499695,-0.00161792150312957,0.000192841715798819,-2.77936030917581e-05,-0.000667591151103624,0.000996112596636718,1.27197555996988e-05,7.04704852665288e-05,-0.000761165572779114,6.71347603291161e-05,-0.000127355567291384,2.63542870761084e-05,-1.69074138972181e-05,4.45244530507187e-05,9.04088298303385e-06,-2.17064168769918e-05
0.00244161481511294,0.000202349081548781,0.000667920819069837,-0.00021003394499695,0.00161792150312957,-0.000192841715798819,2.77936030917581e-05,0.000667591151103624,-0.000996112596636718,-1.27197555996988e-05,-7.04704852665288e-05,0.000761165572779114,-6.71347603291161e-05,0.000127355567291384,-2.63542870761084e-05,1.69074138972181e-05,-4.45244530507187e-05,-9.04088298303385e-06,2.17064168769918e-05
-0.000348961264375117,1.86250618827924e-05,-0.000587913058301034,-0.000250818082634207,0.000136060572887359,5.13104148444975e-05,4.85726314012877e-05,0.000248724713642593,-4.28847912398915e-05,-0.000148160075468144,-1.59574985103507e-06,-6.63635698107502e-05,4.04532416161649e-05,0.000106700403651408,-5.64532765361323e-05,4.63769354481605e-05,1.46207668267365e-05,-9.80241277097767e-06,-1.43693168005214e-05
0.000348961264375117,-1.86250618827924e-05,0.000587913058301034,0.000250818082634207,-0.000136060572887359,-5.13104148444975e-05,-4.85726314012877e-05,-0.000248724713642593,4.28847912398915e-05,0.000148160075468144,1.59574985103507e-06,6.63635698107502e-05,-4.04532416161649e-05,-0.000106700403651408,5.64532765361323e-05,-4.63769354481605e-05,-1.46207668267365e-05,9.80241277097767e-06,1.43693168005214e-05
-4.20282006092345e-05,6.67941236607495e-05,-0.000570761326983036,-0.00032430764812481,0.000123658628191258,9.03154219803677e-05,8.40331019104188e-05,-0.000115062438611392,-0.000404386975564165,-0.000102934021992451,-2.59347363845093e-05,8.37681513394062e-05,-8.32671673861724e-05,0.000159670549191168,5.05088811087706e-05,-3.68144457776259e-05,4.34531013926386e-06,2.45212175033851e-05,-1.96224106369829e-06
4.20282006092345e-05,-6.67941236607495e-05,0.000570761326983036,0.00032430764812481,-0.000123658628191258,-9.03154219803677e-05,-8.40331019104188e-05,0.000115062438611392,0.000404386975564165,0.000102934021992451,2.59347363845093e-05,-8.37681513394062e-05,8.32671673861724e-05,-0.000159670549191168,-5.05088811087706e-05,3.68144457776259e-05,-4.34531013926386e-06,-2.45212175033851e-05,1.96224106369829e-06
