LF0,LF1,LF2,LF3,LF4,LF5,LF6,LF7
4.40916,0.0,8.138341,11.322212,16.83596,2.3235363999999996,9.083008,0.0
3.0517154,0.0,6.3595432999999995,5.417689,14.271081,4.302189,8.026577,0.0
3.401467,0.0,2.5809433,7.0967803,13.730556,4.242308599999999,6.23935,0.0
1.4465402,0.0,6.3354483,8.41505,12.872945,2.7593674999999998,5.1608496,0.0
3.5838068,0.0,5.8762360000000005,9.347235000000001,14.820443,3.4324982000000004,5.972175,0.0
6.9639940000000005,0.0,5.843704,2.3688815,10.272948,4.501108,1.37868,0.0
3.7229857,0.0,7.0156474,9.783515,17.675936,4.213232,9.359115,0.0
3.1822133,0.0,3.9016488,3.6051227999999997,10.890197,2.757436,5.128716000000001,0.0
1.8720909,0.0,6.2911797,8.350710000000001,17.497766,3.733004,9.223272999999999,0.0
6.763835,0.0,4.918838500000001,4.3415230000000005,8.331665,6.2093124,1.8475863999999997,0.0
2.0087743000000002,0.58595854,6.920387299999999,5.4143815,8.312825,3.3336017,0.88883305,0.0
4.39039,0.0,7.603567999999999,8.147519,10.150352,2.6501603,1.8195505,0.0
2.117206,0.0,5.216589,8.978257000000001,17.078573000000002,2.4108307,6.591765400000001,0.0
4.7895765,0.19387479,3.8557737000000003,6.645664699999999,12.5967655,4.143631,0.5931729,0.0
0.0,0.14860083,4.2721496,4.68215,7.552875,0.0,5.904382,0.0
6.352126,0.0,5.896923999999999,7.074985000000001,15.6553335,2.0392773,7.551972999999999,0.0
1.7584616000000002,0.9893753000000001,3.5115472999999997,5.4362884000000005,5.873715,0.49500105,1.1316211,0.0
3.6233782999999997,0.0,7.8104277,6.708416000000001,15.495269,4.559818,8.705718,0.0
3.2616935000000002,0.03902586,6.586073,3.4157133,9.192093,3.4379165,2.0043092000000002,0.0
4.8513064,0.0,7.047575999999999,9.284637,16.832178,4.919346,3.5460388999999997,0.0
3.3110843,0.0,8.30702,4.8958473,12.890416,2.4138536,6.770896400000001,0.0
3.3641137999999997,0.0,7.516312599999999,10.200895,12.499713,1.4497033000000001,7.330309,0.0
5.009111,0.0,7.8275904999999995,5.558311,14.278970999999999,1.608652,7.737442999999999,0.0
5.8010964000000005,0.0,9.708337,4.8349776,14.282001999999999,2.2049634,5.358964,0.0
2.851004,0.0,3.6283343,5.0647535,11.591083,4.1894865,2.6759522000000002,0.0
2.6392252,0.0,7.965324400000001,10.163375,17.548603,3.9734044,9.432328,0.0
2.8524203,0.0,6.0668287,9.365446,16.952607999999998,2.657054,8.581153,0.0
0.17086618,0.0,4.450112,6.2680774,8.007391,3.085228,2.8889153,0.0
2.6051736,0.0,2.5996387000000003,2.5618517000000005,9.188339,1.1489601999999999,6.52423,0.0
3.2941038999999996,1.52623,3.1938473999999997,3.8898089999999996,8.257325,3.4703085,0.19681932,0.0
0.58247304,0.73465526,4.829872,3.7925617999999996,5.968326,2.9251158,0.7073059,0.0
5.361724,0.28472242,1.5802181999999998,1.0944409,7.9935913,2.296493,4.722999,0.0
7.106136,0.0,6.270489700000001,4.095985,15.874170999999999,2.8064127,6.9267073,0.0
0.0,0.0,4.79499,7.1224479999999994,9.198852,1.5009665,6.7485447,0.0
0.0,3.7603574,3.7889277999999997,2.8562187999999997,5.9542660000000005,2.2179917999999996,0.44985569999999997,0.0
0.0,1.5845118999999999,3.7839205000000002,5.9469395,8.358686,3.2522995,0.2269757,0.0
1.3989966999999999,0.0,8.992515,10.509561,14.227092,5.146262,3.4561182999999995,0.0
2.5955253,0.36319253,5.24075,3.9002166,10.293626,1.7623076000000002,0.93024147,0.0
4.3013010000000005,0.0,4.878212,6.3718824,11.363957000000001,2.9632895,1.9999409,0.0
7.1593323,0.0,2.9053562000000004,7.2413754,13.799601999999998,3.5445662000000002,4.427154499999999,0.0
4.4334172999999995,0.0,7.570172,6.824266000000001,14.334575,2.6835976,6.358553400000001,0.0
2.6159327,0.0,8.788455,9.321302000000001,15.760905,3.0138363999999997,7.701860400000001,0.0
4.8348830000000005,1.3022034,1.9913014,2.7851138,7.504906699999999,4.509188,0.10298525,0.0
4.9301143,0.0,9.347735,7.0705732999999995,13.235754,5.6831207,1.0464039,0.0
6.903944,0.0,6.9312309999999995,10.112477,14.581454,4.861358999999999,3.3096062999999996,0.0
4.1370260000000005,0.0,4.3330407,10.058527,15.282796,3.9566977,9.275282,0.0
2.514514,0.0,9.046548,8.2440605,12.765222,3.5364027,7.8148255,0.0
5.723094000000001,0.0,9.004974,7.188764999999999,13.643954,2.7450252,7.228163,0.0
3.152814,0.0,8.173923,7.997401700000001,15.804948000000001,2.601803,7.607582000000001,0.0
2.695634,0.0,4.107476999999999,0.40048835,7.386728999999999,1.2474229,5.675035,0.0
2.2522361,0.0,10.227896000000001,5.097108400000001,9.608036,3.9542363,7.6407743,0.0
1.5175703,0.3238288,1.8350388,4.5967555,8.921058,1.2991488000000002,1.4811683,0.0
3.9307852,0.0,8.178180000000001,10.6997175,15.693287,1.6817664,7.5017295,0.0
2.4401028,0.0,6.323262000000001,6.269751,11.8264265,2.8008787999999996,8.734967999999999,0.0
2.6544814,0.0,6.5427623,10.773145,18.237842999999998,4.7631235,9.390634,0.0
0.0,0.3820287,7.498798,4.775525599999999,8.875093,3.0547516,1.0908308,0.0
5.1790709999999995,0.0,8.294452,7.505807400000001,15.123816,3.2799553999999995,1.3806231000000002,0.0
2.2800076000000002,0.0,8.271289,9.726151,12.422307,3.1728558999999996,4.2388395999999995,0.0
5.473514,0.0,7.903846000000001,5.364049400000001,17.08823,4.203917,4.229462,0.0
3.04461,0.0,9.328281,8.030458,15.787692000000002,1.5059263999999999,7.3639174,0.0
2.3072748,0.0,8.416953,8.350511000000001,13.860688,3.1290374,7.420155499999999,0.0
9.144679,0.0,8.397282,8.098737,16.175682000000002,4.335026,7.9064727,0.0
4.404514,0.0,6.964007400000001,7.621738000000001,16.519281,2.736002,7.833738,0.0
7.754434599999999,0.0,3.8190809999999997,2.777355,13.562472,4.271328,5.594114,0.0
2.2905173,0.0,9.167473,9.200873,13.394378,1.9571458,8.086312,0.0
4.124536,0.0,4.4926615,11.029711,18.291056,2.1428702,9.018245,0.0
4.590603400000001,2.0503172999999997,0.0,1.6387407999999999,11.172881,4.7208815,0.67380965,0.0
4.1378639999999995,0.0,7.144129799999999,8.759869,15.259023999999998,1.995713,7.588532400000001,0.0
2.7459984,0.9105542,5.1039267,2.6391584999999997,7.931773700000001,3.0413141,2.4041677000000004,0.0
4.8703566,0.0,4.455407599999999,3.9143696000000006,12.315967,2.3957740000000003,8.551527,0.0
6.147925,0.0,6.723096000000001,6.69255,10.207484,1.6932541,1.7440271,0.0
0.42669865,0.0,5.964168,7.7588944,12.165980000000001,0.42874480000000004,6.400627,0.0
6.297771,0.0,7.5872307,9.233038,14.426601000000002,2.9139209999999998,8.556958,0.0
4.6921754,0.0,7.132851,8.622415,14.503853,4.0158404999999995,9.166042,0.0
4.1066194,0.0,5.4509362999999995,7.0553479999999995,11.771308,2.387276,6.888011,0.0
8.633638000000001,0.0,7.5168610000000005,4.936015599999999,16.286967999999998,4.1299314,6.772482000000001,0.0
3.308489,0.0,6.934601,9.620608,14.52069,2.6960787999999996,8.109895,0.0
2.7869982999999996,0.0,2.8782468,3.923772,8.77517,4.8795996,2.3301587,0.0
5.6992426,0.0,5.572915,9.504526,17.521362,3.9150975,9.311172000000001,0.0
7.168270599999999,0.0,4.5252643,6.512669,12.778626,3.7299967000000005,7.027335000000001,0.0
4.536268700000001,0.0,6.3603697,5.832251,10.856048,1.5283408,7.099814,0.0
0.6627194000000001,0.0,5.900553700000001,7.517196,13.994682999999998,2.5765974999999997,8.755022,0.0
4.997722,0.0,5.623098000000001,5.6611505,17.241869,3.2070557999999996,8.386661,0.0
5.0998325,0.0,4.443291,4.247064599999999,12.431467999999999,3.9951022000000003,1.9329615000000002,0.0
5.4018526,0.0,8.478349,5.5628676,17.992746,3.9960876000000005,9.519133,0.0
7.68767,0.0,4.791191599999999,3.9584663,11.896913,3.1565251,6.966102,0.0
2.0433745,3.6452207999999997,5.326463700000001,0.0,4.796118,2.5478277,0.0,0.0
0.7012988,0.0,9.404735,9.315408999999999,17.794851,2.9171028,7.620208,0.0
1.3181646999999999,0.0,6.426693,9.774255,12.351894999999999,2.6910517000000005,1.8369541,0.0
3.0493429,0.0,6.45165,9.496895,11.800746,5.000829,3.3685744,0.0
4.841673,0.24468346,1.7637183999999997,0.23472162,9.5355215,1.7700144,5.289487,0.0
3.4067377999999997,0.47429195,4.07578,7.9713054,8.242127,6.2315226,1.2926567,0.0
2.7842824,0.0,6.594759,9.722885,11.325579,3.0885515,2.592518,0.0
4.278358,0.0,5.8896165,10.092295,18.014235,4.224003,10.92468,0.0
2.2481424999999997,0.0,7.2421317,9.705484,13.935393,4.77269,3.442615,0.0
4.107406,0.0,7.6919823,3.9648187000000004,10.172791,1.5971988000000001,4.997299,0.0
5.585296,0.0,8.986476,5.2448277,13.505374,2.3535042,5.766858999999999,0.0
4.695475,0.0,6.3013124000000005,7.889850999999999,13.102486,4.436457,2.9315279,0.0
2.2075057,0.0,3.2576167999999996,5.7673025,9.693847,2.8037357000000003,2.3869293,0.0
2.6283295,0.54537416,2.9012847,6.2219143,11.258473,4.206300700000001,0.8089856,0.0
3.1874428,0.0,6.3114624,7.2471833,15.827909,2.9535240000000003,8.359978,0.0
5.6166196,0.0,3.8182466,3.870386,11.077625999999999,4.837864,5.0290612999999995,0.0
2.2280664,0.0,8.893989999999999,9.892323,16.544367,3.7191164,8.864989999999999,0.0
3.241301,0.0,7.3918743000000005,8.177891,14.374376999999999,5.1254797,2.6115577,0.0
5.842219,0.0,3.1857224,4.372993,7.915241,2.2553449,6.625312299999999,0.0
0.0,2.8506386000000004,1.478589,5.8173322999999995,9.853532000000001,3.2789767,0.22964610000000002,0.0
4.9535985,0.5819058000000001,1.0605216999999998,0.58730954,12.380488,3.5747948,2.8816822,0.0
3.6440802000000003,1.2711865,1.9245813000000003,5.3683233,8.835549,5.688263,0.5140337,0.0
4.6399136,0.0,4.6341496,6.3190904,12.931586,3.888669,4.2112627,0.0
6.171980400000001,1.7404756999999997,0.0,0.13054724,5.791558,2.5880756000000003,3.2997146,0.0
3.6551356,0.0,7.039487400000001,10.832923,14.441635999999999,3.404318,9.145452,0.0
8.195698,0.0,6.224073000000001,7.781235000000001,17.226774,4.484366400000001,8.988369,0.0
0.8129420999999999,2.0494077,4.194010700000001,6.079071,6.7270417,3.450419,0.080424085,0.0
6.74927,0.44200537,4.3393245,4.2535024,8.323109,4.939186,1.6634083999999998,0.0
4.5538473,0.0,4.257846,6.8707720000000005,10.064552,1.0672237,4.5890584,0.0
2.2467080000000004,0.0,5.3843575,9.54915,9.589729,2.8414865000000002,4.423513400000001,0.0
3.9938192000000003,0.0,6.842331,10.767223,15.893838,3.9164480000000004,9.268896,0.0
4.8241863,0.0,8.357750999999999,2.148176,6.2188706,2.4976075,5.112799,0.0
4.7882123,0.0,7.605921700000001,7.1407036999999995,16.529861,4.662073,5.4314160000000005,0.0
3.134325,0.0,6.7935,9.40068,15.602984,3.8899772000000006,8.852138,0.0
4.3225665,0.0,5.7995019999999995,6.3205675999999995,9.674728,1.0518944,3.8946332999999997,0.0
2.6247196,0.0,6.0138115999999995,5.537166,12.937319,3.649027,5.114437000000001,0.0
3.0222577999999998,3.9589559999999997,3.1041752999999996,3.4956629999999995,3.6347365,2.067565,0.28249505,0.0
3.1221375,1.3646214,1.8361063999999998,1.9555745,8.212857000000001,3.2923633999999997,1.2495191,0.0
4.889222,0.0,4.9244723,6.3234677,9.144324000000001,2.7412237999999998,4.550396,0.0
5.367814,0.0,4.6255016,4.7219377,10.599805,2.8385355,4.27085,0.0
3.2669854,0.0,8.037241999999999,6.208394,12.655489999999999,4.7675195,1.8314188000000002,0.0
5.455653,0.0,8.841333,8.06065,17.769398000000002,3.0964315,8.246682,0.0
0.0,0.76356083,3.9041717000000005,5.8136589999999995,6.855208999999999,3.6130755,0.80136347,0.0
4.2490754,0.0,9.479049,7.395963,14.798907,1.3609122,7.017517,0.0
3.220533,0.81032544,3.7542150000000003,2.6518452,5.519707,1.4950348999999998,3.5047127999999996,0.0
0.14541923,0.0,3.3669689,5.90341,12.587316,3.5070827000000007,8.741995,0.0
3.7349175999999997,0.0,8.544621000000001,11.031437,13.947942000000001,3.9806716,2.4581435000000003,0.0
2.5132844,0.0,9.853228999999999,9.671028,12.540389,5.650532,7.1477985,0.0
0.0,0.0,6.4818735,4.743623,11.256215,2.9104872000000004,3.325414,0.0
4.050985,0.0,5.1138973,5.535588,14.349826,5.1249685,3.025546,0.0
3.7404437000000006,0.20860125,8.297375,4.408532,9.606719,2.7291856,2.0985305,0.0
2.6826236,0.0,5.209445,5.819587,9.251664,0.50723565,3.8651687999999993,0.0
1.7929589,0.46121195,6.3947496,8.8067255,8.331241,1.8072871,3.4058006,0.0
7.2888535999999995,0.0,5.283429,3.9865782,15.633560999999998,4.520409,4.7261553,0.0
4.470461,0.0,7.427165,3.3619294,11.915828,4.292131400000001,3.9161932,0.0
7.138329,0.0,5.339904,7.2039990000000005,18.207262,4.4931827,9.401541,0.0
2.4581150000000003,0.0,6.3222275,7.7750144,9.902675,4.828208,0.26045942,0.0
1.7925779999999998,2.1299794,1.1497293,3.0408485,5.6649769999999995,4.3315487,0.2812723,0.0
4.199272000000001,1.2089268999999998,4.1267533,3.050627,7.941003299999999,5.067497,0.0,0.0
4.5434947,0.0,8.783216,5.435668499999999,13.123104999999999,2.8957336,5.239436,0.0
5.7537174,0.0,4.4642029999999995,2.2863657,10.775903,2.8833778,3.4652293,0.0
1.1490163,4.651243,0.54333663,3.2496798,10.127581,4.968271,0.40935040000000006,0.0
4.154344,0.0,8.763858,9.557903,13.157256,4.610194,2.7377580000000004,0.0
7.6340647,0.0,4.2260290000000005,3.3593742999999994,15.031638000000001,4.2969713,5.60316,0.0
2.751952,0.0,3.765328,7.040045,13.940601999999998,4.265556299999999,1.4568118,0.0
5.779131400000001,0.0,9.207255,6.9726243000000006,19.111582000000002,2.8958107999999996,8.242508,0.0
4.3419113,0.0,2.9546673,5.198292299999999,14.631979999999999,3.781217,5.5226693,0.0
1.6829726999999999,4.444387,6.7777824,5.0421653,2.494482,1.4889594,0.0,0.0
1.7225822,1.6708268,4.0271616,8.758405999999999,6.714026,1.3977451,0.0,0.0
1.5772473,0.0,5.920734400000001,7.8571860000000004,15.905366,2.722571,8.853565,0.0
6.541004,0.0,8.782067,7.335613,16.049385,4.06785,8.537256,0.0
4.550101799999999,0.25530526,1.3705823000000001,0.6072791000000001,6.7432523,2.735671,6.3097157,0.0
1.2131257,1.1257443,5.6013427,4.7330723,4.925304,3.132794,0.0,0.0
2.041491,0.0,7.548023,5.9395833,8.53254,0.96790344,5.2510033,0.0
5.7716956,0.0,9.09951,8.611065,13.361645999999999,4.3304014,1.3519378,0.0
5.094310299999999,0.0,4.3888574,7.165066,12.621186,2.7488127,7.451496000000001,0.0
0.31838542,0.0,6.959245,5.3166018,14.354343,3.6658564,8.930067,0.0
5.816189,0.0,7.029598,10.34517,17.60141,4.3402080000000005,9.647701,0.0
7.288339,0.0,6.110917,6.1633925000000005,17.981068,3.451214,9.225976,0.0
2.1898317000000005,0.0,8.777606,9.753222000000001,15.153209,3.6009288,6.595393,0.0
6.1367335,0.0,5.76956,9.183363,16.178555,4.2560577,9.08408,0.0
2.9661686,0.11591558,7.018847500000001,5.8707733,8.63759,2.7266903,1.5166013999999999,0.0
4.6698413,1.5150576999999998,1.4924892,1.5978632,6.613391,4.4670234,1.0463335999999999,0.0
