"single_group.Factor1","single_group.Factor2","single_group.Factor3","single_group.Factor4","single_group.Factor5","single_group.Factor6","single_group.Factor7","single_group.Factor8","single_group.Factor9","single_group.Factor10","single_group.Factor11","single_group.Factor12","single_group.Factor13","single_group.Factor14","single_group.Factor15","single_group.Factor16","single_group.Factor17","single_group.Factor18","single_group.Factor19"
1.4431843402788,-0.753647953491429,-0.386771385839405,-0.196614217050197,-0.435040999862786,-0.382739163460972,-1.21720019430371,0.478512451977412,-1.25365730469931,-0.468763439526777,-0.958127171878622,0.181445352641266,-1.415264362089,-1.32244102672925,1.02314672499389,-0.389121547210307,-1.99819894532042,0.448723165521903,0.61956129364518
0.835640680126599,-0.636397333051806,-0.790831905618718,-0.0940425695388751,-0.085809320583295,0.931656631633342,0.487705740276037,-1.61830916848951,0.489130755225217,0.53728433838509,0.600152512479368,-0.610946541475624,-1.29647496674853,0.941127506740954,-1.05735294013333,0.0460876805469309,0.716779694244052,0.4593845855374,-0.134839280092095
-1.5502194078718,2.14729125539813,0.413243935639323,0.526237763419752,-0.0223224396033684,1.07517311424102,-0.347407813287112,0.0926305301716032,0.415978721205952,0.446037263908403,-0.565173371003886,-0.0497580064159622,0.358041934547507,0.134621781468867,1.11678011256557,-0.427862396056042,0.0188542129323682,-1.50087580721562,-0.0260804757231849
-0.958346880104008,-0.899842237825318,1.49166811344629,-0.312825783851026,-0.162595848612189,-0.263940564707586,-0.921320244110392,0.0387981007625529,0.851465444758554,-0.701118059265548,-0.822932203313734,0.434104788386636,-0.181198465104391,1.47878101001996,0.207341937539812,0.877756285867831,0.198237074009231,0.997341255150721,-0.0319896675021512
-0.491073164451103,-0.59816133789003,0.00756614376607441,-0.374348047203035,-0.163072644188282,-0.779655348099492,-0.767953841722509,0.35763717421327,-0.624330517581395,1.31852253520453,-0.652578564064712,-0.309422182347867,0.431740212846116,0.221393530891508,-0.120745268025477,-0.700404308224607,0.863404097709078,-0.118215645680319,0.209711462802864
-1.38428617592395,-0.658044322413553,-0.140951150521834,0.0438177249795147,-0.213009915549463,-1.01086217930374,-0.453803576496312,0.114542168506388,-0.0651421641141721,0.52130914016267,-0.474132983541438,0.676490992230544,-0.478863779033326,1.00509507860617,-0.470328881580048,-0.965341737440936,0.00347024227912996,0.584208989115174,0.00230273152272188
-0.386055245897901,-0.976497831708122,-0.334089301902659,-0.842086391839592,0.0609219848975899,0.393065370138083,0.893891744557857,0.163889358712218,-0.311643564764234,-1.06947475773787,-1.21164774909893,-0.897863291387363,-1.19159060074118,0.752449001076919,0.228911404011193,-0.290981523939788,0.375275252902073,-0.0568205862278161,0.107742037755996
4.01136809561804,1.26993311128248,0.160926845996089,0.274922160089532,3.65856029961033,-0.87445757634674,-0.51138589904998,-0.110980066974504,-0.585079923461648,1.35916383741491,0.764840543485838,0.244077611213344,-2.45172924032933,-0.458067303707801,1.87249969767956,0.178988339420779,-0.10979937329682,1.96521281221404,0.00914544446330419
0.332995957493697,0.978143086854293,0.521684526538041,-1.16213232388771,-0.806215712409797,-1.16102915507709,2.36206925356203,0.687114590742041,1.03018760041613,-2.05229724688232,1.37240838355471,0.538269128407055,2.75566111234953,0.452115248510849,1.62319043494349,-1.30507747445453,-0.119206859365769,-0.0561741973725599,0.0929810085227539
-1.7136197698912,2.15381783456212,-0.217581251567902,-0.503451446234259,0.0152613107783352,0.812118569112571,-0.108192405814365,-0.0614647943645029,-0.115933237536109,0.0974168524881592,-0.437054468423103,0.273546093034088,0.391297930725831,0.111161054258581,0.058645052581118,0.082243864063765,-0.0156536258075035,0.00520362132508603,-0.0127511849682135
3.49965810361003,-0.489720129124011,0.289215222752663,2.92472453267829,2.82800297733848,-1.80330105198846,0.118156072873912,-3.75364279274767,1.47256378806522,-0.751920748943254,-0.299700315203321,-0.611375426827197,0.103425746577014,0.848097747812095,0.172663906412547,0.763141353372123,-0.709615931905937,0.0444482360352633,-0.0744792348748487
2.00235290386667,-0.664972734255039,2.87487014443515,2.09739260187757,3.05167749345664,1.52949464955969,0.163302279464713,-1.61718384981809,-2.32657377382251,-1.57327667559356,0.64528591181052,0.11780220797498,1.35667647798462,-0.205027470033192,-0.640352718315436,-0.0479084968129558,-0.0816268699656167,-1.2630078126493,0.00938456602804271
0.722148317800412,-0.949053743801576,0.0957809707594108,-0.59045045761199,-0.542594863634721,-1.13243037537417,-0.648277746590325,-0.490814929953058,-1.93868185026968,1.96959014560967,0.728761407015514,-0.778671979368233,-0.743091628641662,0.296373807907333,-1.32356160188796,0.614653902063425,-0.489271646876239,-0.172461829093231,0.334100451916231
-1.35846628713629,-0.543526314587512,1.64049299401421,-1.27088701503898,0.459589537455984,-1.88576551941968,0.331749609888405,-0.463654849888781,-0.48836294277362,0.0947215340934628,-0.675952715248626,0.730625290873038,0.409188667634208,0.129756880448982,0.50228500714889,0.0890564838322424,-0.0715771306269789,0.946914251427328,1.33449984815553
1.26601729197982,-0.238431486559089,-1.74795337194626,0.322597703865264,-0.0421089657202791,-0.123019381165623,-1.42606281695191,1.04719169803204,-0.0307879119876231,-0.314371358637122,-0.60901114793836,0.113994519452367,1.07278598956425,-1.51474020679653,-0.972136218874202,0.498243571686957,-0.30235961911493,0.0390813414907551,-0.292017887896623
-0.333803475691791,-0.701505225265494,0.697197345685196,-0.441285485545996,-0.929160558790394,-0.625726256596832,0.420569461699869,1.34642525381713,-0.624899544606268,-0.626583794028696,0.756166128564912,-0.403419329929705,0.539263087530365,-1.50375060770028,-0.539088478506795,-0.297987955711873,-0.405364370826299,-0.312736197128123,0.316682266440569
0.656626496591811,1.59717926884967,0.272514940364718,0.211759186970043,1.40561093433038,-1.09307590443624,-0.234680362653517,0.333491600323462,-1.28919631035456,-1.07489734084513,-2.00837932313291,0.576086112936834,0.0085240154668673,-1.30785652857219,-0.608985144906145,0.183613941458154,-1.07602502456921,0.163708491100338,1.15917531039553
-0.133596938499644,0.618817760897198,0.245131566651021,1.55023454190079,0.0776201792580544,-0.938585229652944,-0.530375899279421,0.188214301724259,0.194559338453045,0.9440104174215,1.57364363711413,-1.06269354920916,-0.626409280944839,-0.537915346586785,-0.782566883767645,-1.65540277103153,-0.249323094551429,2.01381606032426,0.687126522262098
-1.16467396150483,-0.730295844273673,-0.552318209188871,1.37181622209519,0.324967406097096,0.913071130426104,-0.579261630792787,-0.383040089689952,-0.47402015589587,0.0952744346032835,-0.655129889765756,-0.607286379794258,0.739607502617356,0.04115551154699,-0.134477841625865,0.00703493917083655,-0.483898773134203,-0.663093520265387,1.20680544390325
-0.47148925653868,0.770384051308535,-0.180422206965877,2.00485309885605,-0.4674821307388,-1.35973615997586,1.86019450742846,0.313439273043352,0.568116649176884,-0.940291608982071,1.41181118729821,0.0908268855259833,-0.79618026788114,-0.0353097591422279,0.376316395920539,0.783878072103502,-0.0257025565693895,-1.77904447274088,0.0277550943354887
0.195823754311657,-0.690947929557947,0.482643774851994,-0.811467822066241,-0.469601021834507,-0.0149039625876342,-0.141276983350239,0.751445253478178,-1.30314736349879,0.404990348614049,0.0473778769301897,-0.324401871089427,-0.453227233812061,1.86563898139197,0.301418458472526,0.574623453586068,-1.55818593516985,-1.13044947793189,-0.61224956971713
