"sample","color_by","shape_by","observed","x","y"
"760","1","1","TRUE",0.550883215101083,-5.37052376311333
"762","1","1","TRUE",-0.597065455439699,5.19408832395263
"764","1","1","TRUE",-6.91860834894721,12.1064870205394
"765","1","1","TRUE",5.07933330059348,-13.7332030773762
"766","1","1","TRUE",4.69188359462496,-0.554913989509746
"767","1","1","TRUE",-4.26739664109516,-20.4418655894036
"768","1","1","TRUE",-4.85801448070266,-3.18794205097351
"769","1","1","TRUE",5.5549296123622,-7.24544835139271
"77","1","1","TRUE",-2.9958881050609,18.0271355880894
"770","1","1","TRUE",-5.99274120198866,-19.4829953335923
"771","1","1","TRUE",1.90125157898019,-9.07961984566225
"772","1","1","TRUE",9.25408857416788,7.03806434237176
"777","1","1","TRUE",2.25050144364628,-14.6759463725356
"779","1","1","TRUE",10.9403220908137,4.40410320008232
"780","1","1","TRUE",6.38832397922641,6.68533309440025
"782","1","1","TRUE",-2.48659930044492,4.02388400182649
"783","1","1","TRUE",-9.38113311915465,1.80004579131082
"785","1","1","TRUE",5.84976769147927,15.3695905600421
"787","1","1","TRUE",-0.754019976226935,5.0046205774573
"79","1","1","TRUE",6.01259289422346,11.3375500425744
"791","1","1","TRUE",-5.94120824223765,5.842013468952
"792","1","1","TRUE",5.3488274557571,9.57041743334474
"794","1","1","TRUE",-8.29395762468229,15.1910443600193
"795","1","1","TRUE",-4.60851973928499,-20.6743644247788
"799","1","1","TRUE",15.8450050989337,-0.891355186240099
"8","1","1","TRUE",-11.5705973142006,4.5393940676544
"80","1","1","TRUE",6.63535176812016,-12.5963853904338
"800","1","1","TRUE",-7.17865828827949,9.22601663376743
"801","1","1","TRUE",9.02345879403359,-9.45188469453556
"802","1","1","TRUE",-8.76866772668327,-1.22460520206672
"804","1","1","TRUE",-0.921023971579993,3.33610491558963
"806","1","1","TRUE",-13.9210625055669,3.44162083740644
"807","1","1","TRUE",8.4387486513496,12.7866023422089
"81","1","1","TRUE",7.40484725534696,-3.71292934571307
"810","1","1","TRUE",-2.03280182909189,-14.6308917149211
"811","1","1","TRUE",-0.512798085083372,-12.9527260186823
"812","1","1","TRUE",-3.68151509521116,-15.0772676549932
"813","1","1","TRUE",-7.88843392651851,-3.14054559431393
"816","1","1","TRUE",8.72881973433482,7.84273941138555
"819","1","1","TRUE",15.3901913633275,7.18261735485971
"82","1","1","TRUE",11.3736213975403,-5.72987073317092
"820","1","1","TRUE",-8.03057879779153,-6.04044115125725
"821","1","1","TRUE",-13.4268834023101,2.05545063549986
"822","1","1","TRUE",16.3920012507865,1.07768756752444
"824","1","1","TRUE",-5.05746863847616,6.51289323000955
"825","1","1","TRUE",11.5501312017989,12.1187722052464
"826","1","1","TRUE",-7.31981535788442,9.96966910269289
"827","1","1","TRUE",-1.51308784197729,16.9567587538924
"829","1","1","TRUE",8.87406545833861,10.2302213539401
"83","1","1","TRUE",3.46635389680922,-14.6266002731091
"830","1","1","TRUE",5.52182934177411,-2.91212781041878
"831","1","1","TRUE",0.249572414025389,-5.16373392531414
"832","1","1","TRUE",-6.71335527819179,5.57585913979207
"834","1","1","TRUE",-5.72284255451421,14.6615030067156
"835","1","1","TRUE",12.2768791894372,-8.00518605470643
"837","1","1","TRUE",-9.11605928194417,-3.56411210945606
"838","1","1","TRUE",9.19307748489881,-3.8088128593992
"839","1","1","TRUE",-2.71760524150108,-8.03661409875157
"84","1","1","TRUE",-4.95896995241924,3.29412679808653
"840","1","1","TRUE",-1.12735460199372,-6.69914399803935
"841","1","1","TRUE",-2.94279292360903,-14.5675786941661
"842","1","1","TRUE",-2.11222846499431,-10.9261900605776
"843","1","1","TRUE",-7.38911696141075,-1.41657745757541
"844","1","1","TRUE",-2.22601199967699,1.28195569484862
"845","1","1","TRUE",2.81285787569513,-7.88253938329818
"847","1","1","TRUE",-7.32182311751851,13.8000187670098
"848","1","1","TRUE",-7.20703900173017,11.4415352541487
"849","1","1","TRUE",-5.94771256714727,-12.6502711467315
"85","1","1","TRUE",-10.0582401354939,-10.2694099140868
"852","1","1","TRUE",3.22337099829487,3.30578267200945
"855","1","1","TRUE",17.4789912776566,1.4486243733128
"859","1","1","TRUE",3.3111339608584,-4.92951067041693
"860","1","1","TRUE",0.0087919834213153,13.3535642432886
"861","1","1","TRUE",-4.54203371470672,4.56528250660634
"863","1","1","TRUE",-4.69047760834632,8.97512606395533
"865","1","1","TRUE",9.75564113541064,-12.333138605954
"866","1","1","TRUE",-7.67686367268808,-15.2591466913271
"867","1","1","TRUE",6.05992231694928,2.22723522461651
"869","1","1","TRUE",-2.35868077420739,-13.6120251048225
"87","1","1","TRUE",-9.11948447710848,-1.58689834700078
"870","1","1","TRUE",13.9836964779549,8.36981963512479
"871","1","1","TRUE",-17.1724237064035,2.73998991432027
"872","1","1","TRUE",-8.6612698370152,-5.01600725282208
"873","1","1","TRUE",4.06676605986024,-7.04679062659588
"876","1","1","TRUE",10.4260637909845,-4.68170029702924
"88","1","1","TRUE",-2.54058621768881,-3.06914920090436
"880","1","1","TRUE",9.18393233911685,-12.1740209465552
"881","1","1","TRUE",-5.09506677325868,16.9361494468429
"882","1","1","TRUE",-0.449396528004474,-15.8187774384931
"883","1","1","TRUE",-10.8849469014968,-4.41340840531205
"884","1","1","TRUE",-8.01027861162967,11.3156184886664
"888","1","1","TRUE",9.13001592371863,-12.2481108331178
"89","1","1","TRUE",2.54792289790305,-8.40321583931269
"891","1","1","TRUE",-2.43110420117384,-1.97574627588899
"892","1","1","TRUE",-11.6176782014937,-0.70413098354111
"894","1","1","TRUE",5.87764285682843,-6.6148395692496
"895","1","1","TRUE",-3.35646035369506,14.8851094926123
"896","1","1","TRUE",5.84249834084289,-8.51028571341548
"897","1","1","TRUE",-15.4437350556647,1.22303637445753
"899","1","1","TRUE",9.22702097734135,-11.672304925212
"900","1","1","TRUE",5.32116808965331,-16.6410077692685
"901","1","1","TRUE",11.4865871662861,-6.47064674904801
"905","1","1","TRUE",2.3340974424203,3.77127113577927
"907","1","1","TRUE",-14.1914797540208,9.28138267322193
"908","1","1","TRUE",6.43671102357828,-11.6261115462214
"909","1","1","TRUE",0.961426565822348,-14.817053164832
"91","1","1","TRUE",3.73042467468516,22.007455051205
"910","1","1","TRUE",4.83471191826295,5.15779110539072
"911","1","1","TRUE",11.6143127725551,-11.2720402931278
"912","1","1","TRUE",-2.14455364911862,-16.3444332818977
"913","1","1","TRUE",10.447445984735,9.04568307281573
"914","1","1","TRUE",-9.52118623877401,5.72195035587771
"915","1","1","TRUE",12.6973584793323,7.75690413216366
"916","1","1","TRUE",8.80913071238168,-9.35934027910725
"917","1","1","TRUE",1.89064712073986,12.6858985556659
"918","1","1","TRUE",2.66036336756527,-3.07509084721341
"92","1","1","TRUE",-2.84612939435246,-14.9933947192709
"920","1","1","TRUE",-4.53783576825982,-5.33003970209425
"925","1","1","TRUE",1.90077147473135,12.4559193381937
"927","1","1","TRUE",-5.80873049929659,-13.2499143380452
"93","1","1","TRUE",4.62733493349275,-10.016441320507
"931","1","1","TRUE",13.9982075588825,8.62261756460409
"932","1","1","TRUE",6.01633105750807,-3.59739589387003
"933","1","1","TRUE",8.24329579711674,-7.80011020231331
"936","1","1","TRUE",-1.44628173631091,-16.2632043625886
"937","1","1","TRUE",9.88987544057453,-8.50481379316304
"938","1","1","TRUE",-2.8763665627238,-12.9336982438046
"940","1","1","TRUE",-0.706936086471785,-14.0510806760167
"942","1","1","TRUE",-1.23336173369063,-0.254707204899378
"944","1","1","TRUE",9.9459108792974,-3.90283855243184
"945","1","1","TRUE",4.56533612502583,-6.04484946917943
"946","1","1","TRUE",0.879568009954356,20.3377932063191
"947","1","1","TRUE",9.78369937614865,9.25358565731795
"948","1","1","TRUE",3.12717713230661,11.4379921548694
"95","1","1","TRUE",-5.15218892445885,-0.580802253425582
"950","1","1","TRUE",3.94912255239589,20.4895291586454
"951","1","1","TRUE",4.83106763249755,-1.71990893655315
"952","1","1","TRUE",-2.47139717341582,-15.6373716472466
"954","1","1","TRUE",-7.85379140779166,15.2184926693028
"957","1","1","TRUE",-13.5710010023666,-9.67709740144625
"959","1","1","TRUE",0.789934432243149,2.22373212248169
"96","1","1","TRUE",3.47049713203225,6.88843057202049
"963","1","1","TRUE",-4.71266263370333,4.0029286753813
"965","1","1","TRUE",8.33875852030695,5.73610688873979
"966","1","1","TRUE",-12.3443763915181,-9.45434138590223
"967","1","1","TRUE",-16.4799317436972,3.15026676687634
"968","1","1","TRUE",15.2372438302367,5.00571716961493
"97","1","1","TRUE",8.28830507235688,-15.461208915111
"970","1","1","TRUE",10.9494316261387,4.09877515220938
"971","1","1","TRUE",-6.77962907932851,11.5432192576057
"972","1","1","TRUE",-13.1393986996518,5.72108452235128
"973","1","1","TRUE",-0.494247790436621,1.98144581850924
"974","1","1","TRUE",7.60858513832126,7.52038869485271
"978","1","1","TRUE",9.46657899123454,-5.89003539595439
"979","1","1","TRUE",3.51929392968448,13.4709875409827
"98","1","1","TRUE",-5.81424090751806,-2.55246852113313
"980","1","1","TRUE",-7.19952447763523,-6.05405466797555
"982","1","1","TRUE",0.211644108595331,6.01106267017133
"983","1","1","TRUE",-5.73019200764506,-20.6952753122663
"984","1","1","TRUE",-5.6975213120322,16.1894922919885
"985","1","1","TRUE",-7.2511242396962,-17.0206620002565
"987","1","1","TRUE",-13.263851754622,-11.7761462969684
"99","1","1","TRUE",1.97612105912272,0.75838874324012
"990","1","1","TRUE",-7.9202907773145,-7.73404486199686
"992","1","1","TRUE",11.211049636791,2.62695141883255
"995","1","1","TRUE",-9.16957127675142,-0.496841018475617
"996","1","1","TRUE",9.4107896639563,-9.06683301947425
"997","1","1","TRUE",-2.57264249593799,18.130765679647
"998","1","1","TRUE",-3.76411183837734,-17.7805857241868
"999","1","1","TRUE",-12.0897011437121,5.03870293257135
