"sample","color_by","shape_by","observed","x","y"
"291","1","1","TRUE",1.69558218762073,12.2384191296548
"292","1","1","TRUE",11.8518826892445,13.1910810489746
"293","1","1","TRUE",3.75894093363387,-15.2971794832304
"295","1","1","TRUE",8.10538541210562,0.619600373762201
"30","1","1","TRUE",1.16610928011851,-17.3116175338458
"300","1","1","TRUE",-7.10214018844961,9.91277719633987
"302","1","1","TRUE",12.5884949504345,5.7238699741481
"304","1","1","TRUE",-12.6914363712364,-10.3838100497038
"305","1","1","TRUE",-12.881815284926,3.25025436052083
"306","1","1","TRUE",-0.236255325296444,-3.83588048339533
"307","1","1","TRUE",-3.11900137071065,15.7971661307907
"31","1","1","TRUE",-1.12718967927012,14.0619489181819
"311","1","1","TRUE",3.68932648962921,10.3921708474403
"312","1","1","TRUE",-7.90476961789117,-17.874143320941
"314","1","1","TRUE",-5.82032247535819,-4.76083307302982
"315","1","1","TRUE",-14.581390445398,-10.6154181561176
"322","1","1","TRUE",9.89413025706492,-8.8842309906383
"325","1","1","TRUE",11.5028092842802,-11.3155738703328
"327","1","1","TRUE",0.88346825284211,4.24809605355481
"328","1","1","TRUE",-6.22872449934751,-2.54782105869593
"329","1","1","TRUE",3.74759768017064,1.60115114385263
"331","1","1","TRUE",12.5666598185245,-6.30539838062465
"332","1","1","TRUE",-7.4626871244098,5.63737342769751
"333","1","1","TRUE",-4.03664982184964,6.59907053692848
"334","1","1","TRUE",8.03024969379419,4.05028428846846
"335","1","1","TRUE",12.8492582523488,2.41102606628698
"336","1","1","TRUE",13.8970591369479,-0.230448221298586
"337","1","1","TRUE",5.82352066006897,1.2480348201018
"34","1","1","TRUE",4.6385083834945,-8.17257642521521
"343","1","1","TRUE",5.45522666536286,19.6779856430683
"344","1","1","TRUE",4.29191325980623,-8.46627206712298
"345","1","1","TRUE",-7.26686272726085,5.83527079434247
"346","1","1","TRUE",13.7039066488122,10.3250521088395
"347","1","1","TRUE",-1.43943244558473,11.1445413708653
"35","1","1","TRUE",2.42628882492918,-12.5069590970208
"350","1","1","TRUE",-7.08066509541362,-0.506497695722288
"351","1","1","TRUE",-6.57298611182106,-18.1437552404456
"352","1","1","TRUE",1.52302376185524,7.76541136485699
"353","1","1","TRUE",7.46349259545971,-1.85372629488509
"354","1","1","TRUE",4.03756161092088,9.89889544771513
"357","1","1","TRUE",-3.7004487159076,-12.8966822044648
"358","1","1","TRUE",1.83668254932844,14.6934583196081
"36","1","1","TRUE",1.11993766544369,-17.667456840726
"360","1","1","TRUE",1.44035098442044,14.1862266410588
"361","1","1","TRUE",-2.89465233115743,-12.9993863078576
"362","1","1","TRUE",-2.14259281339792,3.36220812926535
"363","1","1","TRUE",10.964876462897,-6.57979147330175
"364","1","1","TRUE",-10.4691701703514,7.05036360325841
"365","1","1","TRUE",-3.50219673368504,-14.8965436153832
"366","1","1","TRUE",11.4107371920677,12.0740676922094
"368","1","1","TRUE",0.628407845678511,-11.6247747674372
"369","1","1","TRUE",-1.67399307952122,9.93455848866767
"37","1","1","TRUE",-2.68985307791465,6.12679325391982
"370","1","1","TRUE",-0.242418837365788,-3.84811263685054
"372","1","1","TRUE",-9.07298793936571,-13.3303538332741
"373","1","1","TRUE",-9.13817179922195,-5.44444722324759
"374","1","1","TRUE",-13.7829224795569,-9.65358874332937
"375","1","1","TRUE",1.7859574186604,-5.36077697322528
"376","1","1","TRUE",1.33921220346048,-4.33017193301434
"377","1","1","TRUE",-3.67358902383885,-12.9353101315233
"378","1","1","TRUE",-0.0458984900519086,-1.58636396037892
"379","1","1","TRUE",5.58085125445218,1.11641667826069
"382","1","1","TRUE",-7.59845664737358,5.26366428739705
"384","1","1","TRUE",-1.88451270345885,-11.3864729165599
"385","1","1","TRUE",5.13977422207187,2.76057063011517
"386","1","1","TRUE",-9.47188127141724,2.72764746722128
"391","1","1","TRUE",-6.90349452415606,3.38206271399384
"392","1","1","TRUE",6.65148027651923,-11.6633545645017
"393","1","1","TRUE",-2.92815174259684,5.48607600944519
"395","1","1","TRUE",-3.42815445678666,6.40304665368315
"398","1","1","TRUE",2.81541323023702,4.78596023470694
"399","1","1","TRUE",13.1651174281234,-1.15055033635436
"4","1","1","TRUE",9.03524334066065,-1.07704351591765
"40","1","1","TRUE",-7.45975849479561,0.0596109535204627
"400","1","1","TRUE",9.33150596593385,10.8906898582812
"401","1","1","TRUE",-6.02363351663996,0.473342477455579
"402","1","1","TRUE",-12.546566575392,7.9922513741777
"406","1","1","TRUE",-10.5434496432022,-7.80607751263058
"407","1","1","TRUE",1.2573590789333,-14.2813555172417
"408","1","1","TRUE",-11.2032949231234,12.8676928712954
"409","1","1","TRUE",-4.62771767059717,-8.86175959198826
"411","1","1","TRUE",2.9166227444555,-6.53250540853055
"413","1","1","TRUE",1.69605587317382,20.7702015556419
"415","1","1","TRUE",-15.9033716954349,5.13524668523316
"416","1","1","TRUE",-3.92830005071873,-11.9282708610811
"420","1","1","TRUE",1.30358525157889,11.2222295280093
"421","1","1","TRUE",-2.50286584014279,-11.4174673877117
"423","1","1","TRUE",0.360038890896693,17.9364946803389
"424","1","1","TRUE",7.6933005780693,-0.448815180216024
"425","1","1","TRUE",1.74377897666823,-3.19627754890677
"428","1","1","TRUE",6.45971596546513,6.87442160127179
"430","1","1","TRUE",9.2946059651401,0.886736140752995
"431","1","1","TRUE",-13.8814100101236,-7.04545546055922
"432","1","1","TRUE",4.42591164507583,22.2825590947363
"433","1","1","TRUE",-10.9623459013465,8.74501456216706
"435","1","1","TRUE",-10.696567653884,10.4821021444671
"439","1","1","TRUE",-5.33204921570982,-13.8550751072349
"44","1","1","TRUE",5.33478811696149,-9.13167786369648
"440","1","1","TRUE",-13.0423307578747,-6.11032149172814
"443","1","1","TRUE",-9.38282837897455,12.8454823200169
"444","1","1","TRUE",-12.5979486565425,-10.8949075811308
"445","1","1","TRUE",-3.50844026723859,16.2236297764966
"447","1","1","TRUE",13.6141544169013,-3.66448430706964
"448","1","1","TRUE",7.02709144434729,5.56183748717549
"45","1","1","TRUE",-13.1378093538105,6.05431592865865
"450","1","1","TRUE",6.98505906885325,10.5315301478259
"451","1","1","TRUE",-2.68476909740623,12.8268686160137
"453","1","1","TRUE",1.07534957578982,1.06694449221424
"456","1","1","TRUE",-1.28540375478763,-6.94280055340968
"458","1","1","TRUE",-10.1028301310556,3.41463111563836
"46","1","1","TRUE",4.73351247653042,3.44875775921932
"462","1","1","TRUE",-1.95474454335395,-16.3716153400647
"464","1","1","TRUE",-2.64280357410964,-8.77317013844567
"465","1","1","TRUE",-11.1896542772286,-10.8073682810723
"467","1","1","TRUE",1.98745311802833,-14.6023453085887
"468","1","1","TRUE",-5.94902379534006,12.5200110168352
"469","1","1","TRUE",-0.938416265974457,11.016430732535
"47","1","1","TRUE",12.5619485294589,-6.58192821154073
"470","1","1","TRUE",3.87738528884658,21.075505887573
"472","1","1","TRUE",11.5473603507699,-4.70177584833054
"473","1","1","TRUE",-11.7290154590265,10.1492854836501
"474","1","1","TRUE",-7.42623958785969,6.96576788506104
"475","1","1","TRUE",-11.3491787467645,0.536486710672115
"476","1","1","TRUE",-1.30039551646767,-6.97841719636987
"477","1","1","TRUE",8.53448302527367,2.22512400126736
"479","1","1","TRUE",-9.89667501712998,7.1975047173781
"48","1","1","TRUE",2.64816108829073,1.05721032678047
"480","1","1","TRUE",3.36445771495153,3.71917423862024
"481","1","1","TRUE",1.51773026009226,-2.39806022968701
"485","1","1","TRUE",-7.77821182900477,-3.18626899796021
"486","1","1","TRUE",-1.82342075075446,8.01132630079698
"489","1","1","TRUE",11.939901052558,9.47642639756046
"49","1","1","TRUE",0.114053136000722,11.8582467052442
"490","1","1","TRUE",12.3123131292845,-1.66435364816913
"491","1","1","TRUE",-2.77001760132034,12.9882623757088
"495","1","1","TRUE",3.93301635352306,22.0605085867073
"496","1","1","TRUE",-9.91726537619984,-12.7414846301991
"497","1","1","TRUE",-6.5181367173663,13.2898698316903
"50","1","1","TRUE",-3.27362959205642,-13.1325434923289
"501","1","1","TRUE",12.147122005333,-3.72401280174179
"502","1","1","TRUE",-4.87334095438368,-20.5885362221534
"503","1","1","TRUE",9.7387057086001,-10.6954512838946
"504","1","1","TRUE",2.56768433938477,-8.36387589234388
"505","1","1","TRUE",13.382043496777,5.90178077810353
"506","1","1","TRUE",-3.8572116373063,-13.1517966955037
"507","1","1","TRUE",-5.85160954220551,0.104071301000637
"511","1","1","TRUE",-2.29780071380756,18.6994156236435
"513","1","1","TRUE",0.124793508145138,-8.98196664861575
"515","1","1","TRUE",-9.88978615676731,-3.61801651987073
"516","1","1","TRUE",-9.77491108874665,13.0005477848769
"517","1","1","TRUE",-3.48672694547985,2.32212851499391
"518","1","1","TRUE",-6.15016815622912,-9.98745152725993
"52","1","1","TRUE",-0.592784198231324,-6.93075959285212
"520","1","1","TRUE",-5.84810998390981,2.74106608835879
"522","1","1","TRUE",-7.1942683344753,3.58501144615087
"524","1","1","TRUE",0.783631534219981,1.08590293363575
"525","1","1","TRUE",-6.08737911698151,16.7170426524998
"526","1","1","TRUE",-0.639778082525194,14.9080950411132
"527","1","1","TRUE",5.61732775073135,18.8489970829817
"528","1","1","TRUE",15.3230119577358,7.21608032837263
"530","1","1","TRUE",6.2938785196774,-7.72474963995453
"531","1","1","TRUE",-0.194759560403329,20.4004370303064
"532","1","1","TRUE",-4.84345895887683,-4.68598928156163
"533","1","1","TRUE",10.7658906147898,11.1587665645912
"534","1","1","TRUE",9.86010843006295,-3.79173000983129
"536","1","1","TRUE",6.51141842260646,3.5094033860245
"538","1","1","TRUE",3.86325615728239,4.40765657297861
"54","1","1","TRUE",9.72191296461349,-5.95656321594521
"540","1","1","TRUE",8.24575786930493,14.0363001796538
"541","1","1","TRUE",-8.58699790350394,13.6526502445908
"542","1","1","TRUE",-10.1825250437686,-3.45118902608383
"543","1","1","TRUE",-5.69498641946353,5.89885718272201
"546","1","1","TRUE",9.42822458222753,-1.15073377603679
"55","1","1","TRUE",5.2600637710654,0.805009107515442
"551","1","1","TRUE",13.7374344493439,-7.41398800072761
"552","1","1","TRUE",-4.66704570603285,-2.1087558281823
"553","1","1","TRUE",-2.36453565964784,-12.3150663697875
"554","1","1","TRUE",5.57998670119428,7.54773558967798
"556","1","1","TRUE",7.547173331739,-5.20914903843731
"557","1","1","TRUE",5.91069565929974,-4.40543822728768
"558","1","1","TRUE",2.38461581953987,-12.7009182235875
"559","1","1","TRUE",-5.94185466543543,7.18080689957236
"561","1","1","TRUE",-11.3960149960855,9.38405487390077
"562","1","1","TRUE",-7.50947407544116,-12.631399249781
"563","1","1","TRUE",-3.25363222216481,-11.2174224791987
"566","1","1","TRUE",-6.04783107196739,-18.9657019565776
"567","1","1","TRUE",15.162772067576,-3.94358298838451
"568","1","1","TRUE",-7.08519029712208,-11.4681000591434
"570","1","1","TRUE",-11.8274335070321,11.9502571613352
"573","1","1","TRUE",-7.59727304391321,-12.4859500789722
"575","1","1","TRUE",-9.33548777417849,2.18458800322283
"576","1","1","TRUE",7.2198090134085,12.666866114256
"577","1","1","TRUE",3.21902505945273,21.6974174888854
"578","1","1","TRUE",11.4387067745881,8.01980693001535
"580","1","1","TRUE",-5.4231137624477,2.86115192134039
"583","1","1","TRUE",-4.094134928068,-14.2961710317431
"584","1","1","TRUE",11.1430351895792,0.0568861754896243
"585","1","1","TRUE",10.261626768237,-10.7014678622033
"587","1","1","TRUE",-5.65143199650917,1.28206428039376
"588","1","1","TRUE",-3.67269201743827,-15.1123124858041
"589","1","1","TRUE",11.2766693926733,-3.23966249853801
"59","1","1","TRUE",-15.6752692054262,3.15740360257117
"591","1","1","TRUE",3.3149105148656,11.0078531506629
"592","1","1","TRUE",1.2569761058983,-13.5557104615528
"594","1","1","TRUE",1.60374625379775,9.61529014819648
"596","1","1","TRUE",-16.4821405014587,-8.50719377007473
"597","1","1","TRUE",10.4991373955901,11.5363716539415
"60","1","1","TRUE",7.79790221951152,-8.59613434880655
"602","1","1","TRUE",-2.92812921814384,13.5226771757671
"604","1","1","TRUE",13.7220588683711,-4.41302778948662
"606","1","1","TRUE",-5.09190490938285,-16.3927428792334
"608","1","1","TRUE",4.54435159314091,-8.37692747666067
"609","1","1","TRUE",2.41195918324981,6.61593770337654
"61","1","1","TRUE",-3.41851370291628,-17.3987032814182
"612","1","1","TRUE",-8.30392848729636,-10.8380068306032
"613","1","1","TRUE",-0.744228937457923,-15.497465817182
"614","1","1","TRUE",-8.02272090748355,-17.0377164965573
"616","1","1","TRUE",-7.9066279487384,-6.65046306355465
"617","1","1","TRUE",0.569546053867443,-14.1297256339966
"619","1","1","TRUE",-2.20915228847075,-4.0533408200012
"62","1","1","TRUE",-5.29252656273542,16.7100053241052
"620","1","1","TRUE",-5.00442300770612,-12.0329758891453
"621","1","1","TRUE",-11.592993642535,0.12024252105256
"622","1","1","TRUE",-4.84680503453819,-16.0491003241823
"623","1","1","TRUE",1.11455805760659,10.681509425993
"625","1","1","TRUE",-13.4568263937247,-2.69895671288388
"627","1","1","TRUE",-12.5672246666795,10.4753824221059
"628","1","1","TRUE",-6.25615768546559,-10.1866469296057
"632","1","1","TRUE",7.71382710360103,-4.3205893793608
"633","1","1","TRUE",8.02799229950538,1.04911029810187
"637","1","1","TRUE",-13.5026505323312,-2.68297695871148
"638","1","1","TRUE",4.07564908492233,13.1072153729072
"64","1","1","TRUE",5.39493852143942,-4.56565685958877
"640","1","1","TRUE",-3.77324682062312,-14.320198073329
"641","1","1","TRUE",-2.90912135947615,5.98888070491209
"644","1","1","TRUE",3.00682165348904,-6.3030048711891
"645","1","1","TRUE",2.66633394417308,4.75913983844565
"647","1","1","TRUE",9.75228604175861,-4.55082052272914
"648","1","1","TRUE",-4.63719054454298,-8.4517488433946
"649","1","1","TRUE",-8.07407177884636,-10.9714607759356
"65","1","1","TRUE",-10.91463184975,2.45469450508037
"650","1","1","TRUE",-12.2303662093799,-0.657509144991089
"652","1","1","TRUE",11.9496635093985,-2.93576964959552
"656","1","1","TRUE",2.236519263761,22.5365061311711
"658","1","1","TRUE",-11.1672616213267,10.2584153441959
"659","1","1","TRUE",-1.19886561965969,16.5339021711692
"660","1","1","TRUE",-4.51721875434895,13.7719493635985
"662","1","1","TRUE",-13.5586382016848,-9.34091053081182
"664","1","1","TRUE",-14.2541705090997,-10.5335489084608
"665","1","1","TRUE",6.87324276660831,-8.40405962508391
"666","1","1","TRUE",3.35422150681066,-9.76557617848368
"668","1","1","TRUE",-14.176029228776,9.34188414424934
"669","1","1","TRUE",-12.7295713610589,-10.9861940508024
"67","1","1","TRUE",-4.72430313505505,-3.15615741772788
"670","1","1","TRUE",-7.86175933556893,-18.2603084793038
"671","1","1","TRUE",11.7241151842924,0.269900100896228
"672","1","1","TRUE",2.08043670334497,-2.28761768539955
"675","1","1","TRUE",4.67843759948819,-4.419747980944
"676","1","1","TRUE",-15.971988942974,3.33660145783656
"679","1","1","TRUE",12.7324955352386,7.60897510563039
"680","1","1","TRUE",3.27547117756248,-9.85226770517397
"683","1","1","TRUE",7.10457203448289,10.3947459368979
"684","1","1","TRUE",1.90542319290167,-2.38044447327985
"685","1","1","TRUE",12.027371179747,5.71277370118716
"687","1","1","TRUE",6.5839111462615,-12.7456856556398
"688","1","1","TRUE",-17.1351308606276,2.64253495313911
"689","1","1","TRUE",13.5140599161806,-0.352466482938117
"69","1","1","TRUE",2.91003765932601,2.77484076861712
"690","1","1","TRUE",-7.7208532453076,15.644436071721
"692","1","1","TRUE",-2.97867312374602,-2.34739807680082
"693","1","1","TRUE",-13.9420095302831,-6.05737472790153
"695","1","1","TRUE",-10.084055776201,14.8609565672664
"698","1","1","TRUE",11.7717842915141,9.06338571224683
"7","1","1","TRUE",0.404211573172461,17.9365481224995
"70","1","1","TRUE",4.81086039850944,-11.2303409057719
"700","1","1","TRUE",1.22232939449538,8.72578881204451
"701","1","1","TRUE",2.27444071481072,21.5169939775389
"702","1","1","TRUE",-7.03304485411826,10.1640417038266
"703","1","1","TRUE",0.138393915643535,-1.49660626548269
"705","1","1","TRUE",-10.6137293457354,-12.5048398908883
"706","1","1","TRUE",11.206608750684,2.7536964783933
"707","1","1","TRUE",-0.653804711727786,16.2870787638266
"708","1","1","TRUE",2.19639790261996,22.4281726549911
"709","1","1","TRUE",-1.50980343021652,-7.04012993450923
"71","1","1","TRUE",6.71894362888614,-8.99660183990149
"711","1","1","TRUE",3.80957357785526,-8.0544408839438
"713","1","1","TRUE",13.5678324193327,-0.499124922595547
"714","1","1","TRUE",-7.53951538262758,10.9297469696195
"718","1","1","TRUE",-5.1562826889755,5.0769435381798
"719","1","1","TRUE",2.87225286548796,-9.02255904193314
"720","1","1","TRUE",3.07133905144439,21.804757863826
"721","1","1","TRUE",3.61476104717715,-9.65012936587282
"722","1","1","TRUE",-1.6694299570932,8.36111184765166
"724","1","1","TRUE",7.12299867380569,7.34911647790546
"725","1","1","TRUE",1.96427549000611,13.9319600074658
"726","1","1","TRUE",-7.09016731014031,2.44391669215079
"729","1","1","TRUE",-5.70793514242322,-0.513314571723226
"73","1","1","TRUE",-8.71093724590632,13.06135197047
"730","1","1","TRUE",-9.14759926961252,8.77030602149958
"731","1","1","TRUE",0.354936555148186,2.08505091441813
"732","1","1","TRUE",15.0204990872492,4.83420760067317
"733","1","1","TRUE",8.35036475196764,-10.5907172023976
"735","1","1","TRUE",-7.55765693102495,-17.3386894142303
"737","1","1","TRUE",0.52874365827577,-12.0133280147729
"738","1","1","TRUE",10.3049151838228,12.7442496684622
"739","1","1","TRUE",-14.6849569361386,-1.61576360836757
"740","1","1","TRUE",1.65306240214438,13.3665069341805
"741","1","1","TRUE",-3.29585613615026,11.004046407501
"742","1","1","TRUE",-3.96227986420045,16.7863378158017
"743","1","1","TRUE",5.92481260375259,15.54391615582
"744","1","1","TRUE",7.52647293521614,-5.31669390410774
"745","1","1","TRUE",-10.0380397982481,3.7562245625315
"747","1","1","TRUE",-0.362922810606966,-1.97070504753941
"748","1","1","TRUE",-0.577022251046794,-14.0696783778397
"749","1","1","TRUE",3.20340662222759,0.258459589833102
"75","1","1","TRUE",-7.98840727106825,-12.6449167821457
"751","1","1","TRUE",9.77600628034462,-5.16802244108847
"752","1","1","TRUE",-15.5615169192515,2.0586873615744
"753","1","1","TRUE",-9.7854868394377,13.8155762874184
"754","1","1","TRUE",-9.91961563962281,10.3727997362525
"758","1","1","TRUE",4.1189422852953,-14.2637861500999
"76","1","1","TRUE",1.5979800700516,16.1910137475919
